trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights,transport_mode,accommodation_type,visa_type,booking_channel,advance_booking_days,budget_per_person_usd,total_trip_spend_usd,restaurant_spend_per_day_usd,attractions_visited,local_transport_used,travel_insurance,repeat_visitor,overall_satisfaction,trip_rating,safety_perception,language_barrier,wifi_satisfaction,would_recommend,social_media_shared,eco_friendly_choices,carbon_footprint_kg_co2,currency_satisfaction,health_safety_compliance
TRP0000719,2024,11,Winter (Dec-Feb),Brazil,Maldives,Medical Tourism,Family,6,29,Air,3-Star Hotel,E-Visa,Online Travel Agency,12,1306.39,7838.34,128.17,4,Public Transport,No,No,Very Satisfied,4,Very Safe,Mild,Poor,Probably Not,Multiple Platforms,No,1532.0,Neutral,Partial
TRP0000720,2019,4,Spring (Mar-May),USA,UK,Business,Family,5,4,Air,Resort,E-Visa,Mobile App,45,9776.43,48882.15,166.47,7,Taxi/Ride-share,No,No,Satisfied,4,Safe,Severe,Average,Probably,TikTok,Partially,3824.9,Favorable,Partial
TRP0000721,2022,12,Summer (Jun-Aug),Canada,Turkey,Leisure/Tourism,Solo,1,4,Air,3-Star Hotel,Visa on Arrival,Online Travel Agency,78,1407.28,1407.28,108.85,6,Taxi/Ride-share,Yes,Yes,Dissatisfied,5,Unsafe,None,Good,Maybe,Multiple Platforms,No,595.7,Unfavorable,Full
TRP0000722,2022,10,Spring (Mar-May),Australia,UAE,Leisure/Tourism,Family,6,17,Road,Budget Hotel/Hostel,Visa-Free,Travel Agent,34,191.31,1147.86,38.11,5,Taxi/Ride-share,Yes,Yes,Dissatisfied,4,Unsafe,Mild,Good,Maybe,Instagram,No,810.1,Neutral,Full
TRP0000723,2020,12,Winter (Dec-Feb),India,Canada,Leisure/Tourism,Backpacker,1,15,Ferry,4-Star Hotel,Visa on Arrival,Online Travel Agency,32,5642.28,5642.28,55.25,4,Public Transport,Yes,No,Dissatisfied,4,Safe,None,Good,Definitely,Multiple Platforms,No,87.2,Favorable,Full
TRP0000724,2023,9,Spring (Mar-May),Saudi Arabia,Thailand,Education,Family,5,49,Air,Airbnb/Vacation Rental,E-Visa,Travel Agent,66,360.27,1801.35,101.24,8,Taxi/Ride-share,Yes,No,Very Dissatisfied,4,Safe,None,No WiFi,Maybe,Multiple Platforms,No,2801.4,Neutral,Full
TRP0000725,2024,7,Summer (Jun-Aug),Russia,Turkey,Leisure/Tourism,Couple,2,12,Air,3-Star Hotel,E-Visa,Direct Hotel/Airline,21,752.99,1505.98,147.99,4,Public Transport,No,No,Satisfied,4,Very Safe,None,Excellent,Definitely,TikTok,No,478.2,Unfavorable,None
TRP0000726,2024,6,Autumn (Sep-Nov),Australia,Morocco,Digital Nomad,Couple,2,73,Ferry,Budget Hotel/Hostel,Visa-Free,Travel Agent,23,583.15,1166.3,151.88,4,Taxi/Ride-share,Yes,No,Satisfied,4,Neutral,Mild,Excellent,Maybe,TikTok,Partially,419.1,Neutral,None
TRP0000727,2021,12,Summer (Jun-Aug),Germany,Morocco,Leisure/Tourism,Solo,1,10,Road,3-Star Hotel,E-Visa,Mobile App,123,6817.37,6817.37,108.69,5,Public Transport,Yes,Yes,Very Satisfied,5,Safe,None,No WiFi,Probably,Instagram,Yes,82.9,Favorable,Full
TRP0000728,2019,4,Winter (Dec-Feb),India,Australia,Leisure/Tourism,Group Tour,24,14,Air,3-Star Hotel,E-Visa,Online Travel Agency,51,1123.82,26971.68,41.96,5,Public Transport,Yes,No,Neutral,4,Very Safe,None,Good,Probably,Twitter/X,No,4896.2,Unfavorable,Partial
TRP0000729,2022,6,Summer (Jun-Aug),Mexico,Indonesia,Business,Family,5,2,Air,Airbnb/Vacation Rental,E-Visa,Corporate Booking,10,2312.83,11564.15,71.34,5,Public Transport,No,Yes,Very Satisfied,5,Safe,Moderate,Poor,Probably,Instagram,Partially,3615.4,Favorable,Full
TRP0000730,2024,3,Autumn (Sep-Nov),Germany,Egypt,Cultural Exchange,Solo,1,19,Air,5-Star Hotel,Embassy Visa,Mobile App,31,2765.14,2765.14,46.23,4,Taxi/Ride-share,No,No,Neutral,5,Safe,Moderate,Average,Definitely Not,Twitter/X,Yes,747.8,Neutral,Full
TRP0000731,2020,7,Summer (Jun-Aug),Spain,Australia,Business,Family,5,2,Rail,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,51,1466.9,7334.5,95.89,4,Tour Bus,Yes,No,Satisfied,4,Unsafe,None,Good,Probably,Multiple Platforms,No,249.9,Neutral,Full
TRP0000732,2023,10,Spring (Mar-May),India,Maldives,Leisure/Tourism,Family,5,3,Air,5-Star Hotel,Visa on Arrival,Mobile App,9,11462.72,57313.6,111.87,5,Walking/Cycling,Yes,Yes,Satisfied,5,Neutral,None,Good,Definitely,Instagram,No,4053.6,Neutral,Full
TRP0000733,2019,10,Spring (Mar-May),Australia,Egypt,Adventure/Sports,Couple,2,17,Air,3-Star Hotel,Visa-Free,Direct Hotel/Airline,7,1591.57,3183.14,72.61,8,Rental Car,No,No,Very Satisfied,5,Very Safe,Mild,Good,Probably,Facebook,Partially,374.3,Favorable,Full
TRP0000734,2022,5,Spring (Mar-May),Spain,Thailand,Leisure/Tourism,Group Tour,29,19,Road,Airbnb/Vacation Rental,Embassy Visa,Direct Hotel/Airline,178,3878.01,112462.29,63.81,3,Tour Bus,Yes,Yes,Satisfied,5,Unsafe,Severe,No WiFi,Probably,Instagram,No,4229.8,Very Favorable,Full
TRP0000735,2019,11,Autumn (Sep-Nov),Italy,France,Business,Couple,1,4,Air,4-Star Hotel,Visa-Free,Online Travel Agency,158,4113.93,4113.93,39.29,8,Public Transport,Yes,Yes,Very Satisfied,5,Very Safe,Moderate,Excellent,Maybe,Facebook,No,361.8,Neutral,Partial
TRP0000736,2019,3,Autumn (Sep-Nov),UK,New Zealand,Leisure/Tourism,Family,4,5,Rail,Resort,Embassy Visa,Travel Agent,200,7683.0,30732.0,69.85,2,Taxi/Ride-share,No,No,Neutral,3,Very Safe,Mild,Good,Probably,Instagram,No,233.5,Favorable,Full
TRP0000737,2022,5,Summer (Jun-Aug),UK,New Zealand,Digital Nomad,Solo,1,40,Road,5-Star Hotel,E-Visa,Online Travel Agency,51,3902.3,3902.3,116.09,7,Public Transport,Yes,Yes,Neutral,3,Neutral,Mild,Good,Maybe,Instagram,Yes,28.1,Unfavorable,Full
TRP0000738,2023,11,Spring (Mar-May),UAE,Canada,Business,Solo,1,2,Air,3-Star Hotel,Visa on Arrival,Direct Hotel/Airline,24,2862.92,2862.92,123.53,4,Public Transport,Yes,Yes,Neutral,4,Safe,Mild,Good,Probably,YouTube,Partially,176.7,Very Favorable,Partial
TRP0000739,2021,6,Summer (Jun-Aug),Germany,Maldives,Medical Tourism,Backpacker,1,28,Air,4-Star Hotel,Visa-Free,Online Travel Agency,6,4973.32,4973.32,41.24,6,Rental Car,Yes,Yes,Dissatisfied,4,Safe,Mild,Excellent,Probably Not,Multiple Platforms,Partially,443.7,Neutral,Full
TRP0000740,2022,9,Summer (Jun-Aug),India,Greece,Cultural Exchange,Business Traveler,1,14,Air,5-Star Hotel,Visa on Arrival,Online Travel Agency,17,3080.44,3080.44,62.08,5,Tour Bus,Yes,Yes,Neutral,4,Safe,None,Good,Definitely Not,Instagram,No,100.2,Favorable,None
TRP0000741,2020,5,Autumn (Sep-Nov),France,USA,Religious/Pilgrimage,Couple,1,20,Air,5-Star Hotel,Visa-Free,Mobile App,21,2120.34,2120.34,69.84,5,Rental Car,No,Yes,Very Satisfied,4,Safe,None,Average,Probably,TikTok,Yes,419.7,Favorable,Full
TRP0000742,2022,10,Spring (Mar-May),USA,Japan,Digital Nomad,Couple,2,52,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,94,1199.06,2398.12,66.83,5,Walking/Cycling,No,No,Very Satisfied,4,Safe,Moderate,Average,Definitely,Twitter/X,No,668.7,Neutral,None
TRP0000743,2021,2,Autumn (Sep-Nov),Australia,Singapore,Business,Solo,1,6,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,42,3091.05,3091.05,97.04,5,Taxi/Ride-share,Yes,No,Satisfied,3,Unsafe,None,Poor,Probably,TikTok,Yes,275.9,Favorable,Full
TRP0000744,2024,2,Autumn (Sep-Nov),Spain,Turkey,Family Visit,Solo,1,10,Air,5-Star Hotel,Visa on Arrival,Online Travel Agency,5,1144.7,1144.7,127.44,5,Boat,No,No,Satisfied,5,Neutral,None,Good,Definitely,Instagram,No,378.0,Neutral,Full
TRP0000745,2024,8,Summer (Jun-Aug),Mexico,Spain,Business,Couple,2,5,Road,Resort,Embassy Visa,Travel Agent,3,3443.68,6887.36,66.29,1,Taxi/Ride-share,No,No,Very Satisfied,4,Very Safe,None,Excellent,Definitely,TikTok,No,76.4,Very Favorable,Partial
TRP0000746,2023,1,Summer (Jun-Aug),UK,France,Leisure/Tourism,Group Tour,26,16,Air,5-Star Hotel,E-Visa,Mobile App,5,3752.92,97575.92,100.02,3,Walking/Cycling,No,Yes,Neutral,3,Neutral,None,Poor,Probably,None,No,5274.6,Favorable,Full
TRP0000747,2019,1,Spring (Mar-May),Mexico,UAE,Cultural Exchange,Business Traveler,1,6,Rail,4-Star Hotel,Visa-Free,Corporate Booking,32,3116.45,3116.45,137.87,5,Boat,Yes,No,Neutral,3,Very Unsafe,Mild,Average,Probably,None,Partially,44.4,Unfavorable,None
TRP0000748,2022,8,Winter (Dec-Feb),India,UK,Education,Business Traveler,1,67,Rail,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,38,837.95,837.95,44.08,1,Walking/Cycling,No,No,Satisfied,3,Safe,Mild,Average,Definitely,Facebook,No,57.9,Unfavorable,Full
TRP0000749,2024,11,Winter (Dec-Feb),Italy,Greece,Leisure/Tourism,Couple,2,8,Air,5-Star Hotel,Visa on Arrival,Travel Agent,105,3432.44,6864.88,47.38,5,Taxi/Ride-share,Yes,Yes,Satisfied,5,Safe,None,Excellent,Definitely,YouTube,Yes,415.5,Very Favorable,Full
TRP0000750,2024,9,Spring (Mar-May),Germany,Switzerland,Medical Tourism,Backpacker,1,29,Cruise Ship,Resort,Visa-Free,Travel Agent,48,5836.01,5836.01,82.25,6,Public Transport,No,Yes,Very Satisfied,3,Unsafe,Mild,Average,Maybe,Facebook,No,597.1,Favorable,Full
TRP0000751,2021,7,Winter (Dec-Feb),Italy,Spain,Religious/Pilgrimage,Family,5,5,Road,Guesthouse,E-Visa,Corporate Booking,11,1082.69,5413.45,38.46,4,Walking/Cycling,Yes,Yes,Satisfied,3,Neutral,Mild,Excellent,Maybe,Instagram,No,728.8,Favorable,Full
TRP0000752,2024,6,Summer (Jun-Aug),Netherlands,Turkey,Leisure/Tourism,Group Tour,28,17,Air,4-Star Hotel,E-Visa,Travel Agent,44,3667.12,102679.36,56.35,9,Public Transport,No,No,Dissatisfied,4,Neutral,Mild,Poor,Probably,Multiple Platforms,Partially,3484.0,Favorable,Full
TRP0000753,2023,12,Autumn (Sep-Nov),Netherlands,New Zealand,Business,Group Tour,9,3,Air,3-Star Hotel,Embassy Visa,Online Travel Agency,27,1477.45,13297.05,47.68,4,Walking/Cycling,No,Yes,Satisfied,5,Safe,Severe,Excellent,Definitely,Instagram,No,4284.0,Neutral,Partial
TRP0000754,2020,9,Spring (Mar-May),Saudi Arabia,Japan,Business,Group Tour,17,4,Road,4-Star Hotel,E-Visa,Online Travel Agency,77,4127.13,70161.21,52.34,3,Tour Bus,Yes,Yes,Satisfied,4,Neutral,None,Average,Probably,Facebook,No,2503.9,Favorable,None
TRP0000755,2024,9,Spring (Mar-May),Australia,Turkey,Leisure/Tourism,Couple,2,20,Cruise Ship,4-Star Hotel,Visa-Free,Direct Hotel/Airline,18,7816.91,15633.82,61.19,3,Taxi/Ride-share,No,No,Neutral,5,Neutral,Moderate,Good,Definitely,Facebook,Partially,1103.3,Favorable,Full
TRP0000756,2021,12,Summer (Jun-Aug),Canada,Spain,Religious/Pilgrimage,Couple,2,14,Air,Guesthouse,Embassy Visa,Travel Agent,219,1884.04,3768.08,49.02,7,Public Transport,Yes,Yes,Satisfied,5,Very Safe,None,Poor,Probably,None,No,475.4,Favorable,Partial
TRP0000757,2024,8,Summer (Jun-Aug),Pakistan,Switzerland,Business,Couple,2,5,Road,4-Star Hotel,Visa on Arrival,Direct Hotel/Airline,65,9990.74,19981.48,48.78,5,Rental Car,Yes,Yes,Neutral,5,Safe,Moderate,Excellent,Definitely Not,YouTube,Yes,92.2,Unfavorable,Full
TRP0000758,2022,6,Autumn (Sep-Nov),Pakistan,Egypt,Education,Family,6,50,Air,4-Star Hotel,Visa-Free,Online Travel Agency,12,2806.2,16837.2,46.48,1,Tour Bus,No,No,Satisfied,5,Neutral,Mild,Excellent,Maybe,TikTok,Yes,2179.7,Neutral,Full
TRP0000759,2023,5,Summer (Jun-Aug),South Korea,Morocco,Medical Tourism,Family,4,8,Air,4-Star Hotel,Visa-Free,Online Travel Agency,15,7933.58,31734.32,35.44,7,Public Transport,No,Yes,Dissatisfied,4,Very Unsafe,None,Good,Definitely,Multiple Platforms,No,888.6,Very Unfavorable,None
TRP0000760,2024,5,Winter (Dec-Feb),Italy,Indonesia,Education,Couple,2,34,Air,Resort,Embassy Visa,Direct Hotel/Airline,88,4927.07,9854.14,45.94,4,Rental Car,No,No,Satisfied,4,Very Safe,Mild,Average,Definitely,TikTok,Partially,319.6,Neutral,Partial
TRP0000761,2019,2,Summer (Jun-Aug),Germany,New Zealand,Adventure/Sports,Group Tour,20,5,Air,Budget Hotel/Hostel,Visa on Arrival,Direct Hotel/Airline,24,279.85,5597.0,89.17,6,Taxi/Ride-share,Yes,Yes,Very Satisfied,4,Very Safe,Mild,Good,Definitely,Instagram,Partially,15985.5,Very Unfavorable,Partial
TRP0000762,2024,5,Summer (Jun-Aug),Saudi Arabia,USA,Business,Solo,1,5,Air,Resort,Embassy Visa,Online Travel Agency,38,3558.4,3558.4,159.99,2,Public Transport,No,No,Satisfied,4,Very Safe,Moderate,Excellent,Definitely Not,Facebook,No,568.4,Very Favorable,Partial
TRP0000763,2021,4,Winter (Dec-Feb),South Korea,Maldives,Cultural Exchange,Group Tour,14,4,Air,Budget Hotel/Hostel,Visa-Free,Mobile App,66,736.28,10307.92,112.78,4,Public Transport,Yes,No,Very Satisfied,4,Neutral,None,Excellent,Maybe,Instagram,No,3544.3,Very Favorable,Partial
TRP0000764,2023,3,Autumn (Sep-Nov),UK,France,Family Visit,Backpacker,1,13,Air,4-Star Hotel,Embassy Visa,Direct Hotel/Airline,10,3783.95,3783.95,118.39,4,Taxi/Ride-share,Yes,Yes,Satisfied,3,Very Safe,Moderate,Good,Probably,Multiple Platforms,Yes,665.8,Very Unfavorable,Partial
TRP0000765,2024,7,Winter (Dec-Feb),UAE,Maldives,Business,Couple,2,3,Air,Airbnb/Vacation Rental,E-Visa,Travel Agent,70,7908.11,15816.22,43.91,5,Taxi/Ride-share,Yes,No,Satisfied,5,Very Safe,None,Good,Probably,Facebook,No,594.5,Very Favorable,Full
TRP0000766,2023,1,Winter (Dec-Feb),Russia,Japan,Leisure/Tourism,Solo,1,5,Cruise Ship,Budget Hotel/Hostel,Visa on Arrival,Online Travel Agency,235,778.32,778.32,89.76,3,Rental Car,Yes,Yes,Satisfied,4,Very Safe,None,Excellent,Maybe,Instagram,Yes,420.3,Neutral,Full
TRP0000767,2022,10,Spring (Mar-May),Australia,Indonesia,Business,Solo,1,4,Air,5-Star Hotel,Visa on Arrival,Travel Agent,124,1187.89,1187.89,48.03,4,Public Transport,Yes,Yes,Satisfied,5,Neutral,Moderate,Good,Maybe,TikTok,No,780.9,Neutral,Full
TRP0000768,2019,3,Summer (Jun-Aug),Pakistan,Switzerland,Business,Couple,2,3,Road,4-Star Hotel,Visa-Free,Online Travel Agency,45,2739.3,5478.6,70.95,6,Boat,Yes,Yes,Very Satisfied,3,Safe,Moderate,Good,Probably,TikTok,No,68.9,Very Unfavorable,Full
TRP0000769,2022,3,Summer (Jun-Aug),Italy,UK,Family Visit,Couple,1,11,Air,4-Star Hotel,Embassy Visa,Online Travel Agency,23,1874.46,1874.46,77.98,3,Rental Car,No,Yes,Very Satisfied,3,Very Safe,Mild,Excellent,Definitely Not,Instagram,No,104.1,Favorable,Partial
TRP0000770,2019,5,Summer (Jun-Aug),India,Egypt,Leisure/Tourism,Business Traveler,1,19,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,8,370.47,370.47,134.04,5,Taxi/Ride-share,Yes,No,Neutral,4,Very Safe,Moderate,Good,Maybe,Facebook,Partially,301.4,Neutral,Partial
TRP0000771,2024,4,Spring (Mar-May),Netherlands,UAE,Leisure/Tourism,Business Traveler,1,17,Air,Budget Hotel/Hostel,Embassy Visa,Mobile App,18,420.48,420.48,46.82,3,Rental Car,Yes,Yes,Very Satisfied,4,Safe,Moderate,Excellent,Maybe,None,Partially,431.4,Neutral,Partial
TRP0000772,2020,2,Spring (Mar-May),Italy,Singapore,Leisure/Tourism,Business Traveler,1,17,Road,5-Star Hotel,Embassy Visa,Online Travel Agency,8,1285.49,1285.49,165.58,1,Taxi/Ride-share,Yes,No,Satisfied,4,Unsafe,None,Excellent,Probably,Instagram,Partially,109.0,Very Favorable,Full
TRP0000773,2019,3,Spring (Mar-May),Italy,Italy,Family Visit,Couple,1,6,Rail,Budget Hotel/Hostel,Visa on Arrival,Mobile App,60,293.75,293.75,90.15,4,Taxi/Ride-share,Yes,No,Neutral,5,Unsafe,None,Poor,Probably,Instagram,Partially,56.5,Neutral,Partial
TRP0000774,2024,5,Spring (Mar-May),Russia,Japan,Leisure/Tourism,Solo,1,6,Cruise Ship,Camping/Glamping,Visa on Arrival,Travel Agent,40,1806.81,1806.81,18.29,4,Taxi/Ride-share,Yes,No,Dissatisfied,5,Neutral,None,Good,Definitely,Facebook,No,285.7,Favorable,Full
TRP0000775,2019,6,Spring (Mar-May),Saudi Arabia,Switzerland,Family Visit,Group Tour,14,13,Air,3-Star Hotel,E-Visa,Mobile App,29,4113.45,57588.3,54.07,6,Taxi/Ride-share,No,No,Satisfied,5,Very Safe,None,Excellent,Probably,TikTok,Partially,2480.6,Neutral,Partial
TRP0000776,2022,10,Spring (Mar-May),Japan,UAE,Business,Solo,1,4,Rail,3-Star Hotel,Embassy Visa,Online Travel Agency,21,1635.19,1635.19,93.31,4,Taxi/Ride-share,Yes,No,Neutral,4,Safe,Mild,Good,Probably,TikTok,No,39.2,Very Favorable,Full
TRP0000777,2021,5,Summer (Jun-Aug),Turkey,Turkey,Medical Tourism,Family,5,13,Air,3-Star Hotel,Visa-Free,Direct Hotel/Airline,85,692.23,3461.15,123.86,4,Rental Car,Yes,No,Satisfied,4,Very Safe,Moderate,Average,Definitely,Facebook,Partially,4310.7,Very Favorable,Full
TRP0000778,2021,11,Summer (Jun-Aug),India,Switzerland,Adventure/Sports,Group Tour,24,19,Air,4-Star Hotel,E-Visa,Direct Hotel/Airline,41,2512.14,60291.36,66.73,4,Public Transport,Yes,No,Satisfied,4,Very Safe,Moderate,Excellent,Definitely,TikTok,No,10982.4,Neutral,Full
TRP0000779,2019,6,Autumn (Sep-Nov),UAE,Australia,Family Visit,Backpacker,1,7,Air,Budget Hotel/Hostel,Visa-Free,Direct Hotel/Airline,67,420.18,420.18,45.88,2,Taxi/Ride-share,Yes,No,Satisfied,5,Safe,Mild,Excellent,Definitely Not,Twitter/X,No,531.0,Neutral,Full
TRP0000780,2022,11,Summer (Jun-Aug),Japan,Italy,Leisure/Tourism,Business Traveler,1,9,Rail,Resort,Embassy Visa,Travel Agent,81,5062.56,5062.56,144.1,5,Rental Car,Yes,No,Very Satisfied,4,Very Safe,None,No WiFi,Probably,Facebook,Yes,46.6,Unfavorable,Full
TRP0000781,2021,12,Winter (Dec-Feb),France,Switzerland,Education,Couple,1,110,Air,3-Star Hotel,Visa-Free,Mobile App,117,2629.25,2629.25,39.93,3,Tour Bus,Yes,Yes,Very Satisfied,5,Neutral,Mild,Good,Maybe,Multiple Platforms,No,110.2,Unfavorable,Full
TRP0000782,2019,3,Spring (Mar-May),Brazil,Japan,Leisure/Tourism,Family,6,20,Air,5-Star Hotel,Visa on Arrival,Mobile App,75,2985.15,17910.9,47.84,7,Rental Car,No,No,Very Satisfied,4,Neutral,Mild,Good,Definitely,Facebook,Partially,5197.0,Favorable,Full
TRP0000783,2023,3,Summer (Jun-Aug),UAE,New Zealand,Cultural Exchange,Solo,1,4,Ferry,4-Star Hotel,Embassy Visa,Mobile App,25,3876.86,3876.86,53.49,7,Walking/Cycling,No,Yes,Satisfied,4,Safe,Mild,Average,Definitely,Instagram,No,172.9,Neutral,Partial
TRP0000784,2021,2,Winter (Dec-Feb),China,New Zealand,Adventure/Sports,Couple,1,12,Air,5-Star Hotel,E-Visa,Direct Hotel/Airline,22,4739.28,4739.28,88.57,2,Taxi/Ride-share,No,No,Satisfied,5,Very Safe,Moderate,Excellent,Definitely,Multiple Platforms,Partially,450.2,Very Favorable,Full
TRP0000785,2024,1,Autumn (Sep-Nov),USA,USA,Leisure/Tourism,Family,5,7,Road,3-Star Hotel,Visa on Arrival,Corporate Booking,71,665.84,3329.2,105.04,9,Taxi/Ride-share,Yes,Yes,Satisfied,5,Safe,Mild,Poor,Maybe,Instagram,No,429.9,Unfavorable,Full
TRP0000786,2022,5,Spring (Mar-May),Russia,UK,Business,Business Traveler,1,2,Cruise Ship,5-Star Hotel,E-Visa,Mobile App,15,1296.24,1296.24,102.71,3,Taxi/Ride-share,Yes,No,Satisfied,5,Very Safe,Mild,Average,Definitely,Multiple Platforms,Yes,316.0,Unfavorable,Partial
TRP0000787,2023,10,Spring (Mar-May),Australia,UAE,Digital Nomad,Business Traveler,1,19,Air,4-Star Hotel,E-Visa,Travel Agent,42,1038.09,1038.09,43.44,3,Walking/Cycling,No,Yes,Very Dissatisfied,5,Neutral,None,Good,Probably,Facebook,Partially,834.8,Neutral,Partial
TRP0000788,2021,2,Spring (Mar-May),Italy,Malaysia,Cultural Exchange,Group Tour,14,18,Road,4-Star Hotel,Visa on Arrival,Travel Agent,44,1484.8,20787.2,40.09,3,Tour Bus,No,No,Very Satisfied,4,Safe,Mild,Good,Definitely,TikTok,No,968.0,Neutral,Partial
TRP0000789,2024,7,Summer (Jun-Aug),Japan,UK,Adventure/Sports,Solo,1,9,Air,4-Star Hotel,Embassy Visa,Corporate Booking,113,2383.89,2383.89,97.41,2,Boat,Yes,No,Satisfied,4,Unsafe,Mild,Good,Probably,Instagram,Yes,215.0,Unfavorable,Partial
TRP0000790,2022,10,Winter (Dec-Feb),Russia,UAE,Leisure/Tourism,Group Tour,22,19,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,3,206.69,4547.18,44.89,0,Taxi/Ride-share,Yes,No,Very Satisfied,4,Very Safe,None,No WiFi,Definitely,None,Partially,4219.2,Neutral,Partial
TRP0000791,2019,12,Autumn (Sep-Nov),USA,Morocco,Leisure/Tourism,Couple,1,13,Air,Airbnb/Vacation Rental,E-Visa,Mobile App,18,1539.29,1539.29,130.34,5,Tour Bus,Yes,Yes,Satisfied,4,Neutral,None,Good,Definitely,TikTok,Partially,241.4,Neutral,Full
TRP0000792,2022,7,Summer (Jun-Aug),Japan,USA,Education,Couple,1,82,Air,Airbnb/Vacation Rental,Visa on Arrival,Online Travel Agency,29,1604.03,1604.03,27.63,4,Public Transport,No,Yes,Satisfied,3,Safe,None,Average,Definitely,TikTok,No,331.0,Unfavorable,Full
TRP0000793,2024,2,Summer (Jun-Aug),Pakistan,France,Leisure/Tourism,Solo,1,7,Air,Budget Hotel/Hostel,Visa-Free,Travel Agent,20,545.96,545.96,29.28,3,Public Transport,Yes,No,Very Satisfied,3,Neutral,Moderate,Good,Definitely,Facebook,Yes,649.6,Favorable,Full
TRP0000794,2024,7,Autumn (Sep-Nov),Canada,Malaysia,Medical Tourism,Couple,1,17,Ferry,Airbnb/Vacation Rental,Embassy Visa,Direct Hotel/Airline,122,1632.07,1632.07,146.92,2,Boat,No,Yes,Satisfied,4,Unsafe,None,Good,Probably,TikTok,Yes,198.4,Unfavorable,Partial
TRP0000795,2019,2,Autumn (Sep-Nov),Turkey,UK,Leisure/Tourism,Couple,2,6,Air,4-Star Hotel,Embassy Visa,Mobile App,140,3450.95,6901.9,69.28,6,Public Transport,Yes,No,Satisfied,5,Unsafe,Moderate,Poor,Probably,None,No,652.8,Very Unfavorable,Full
TRP0000796,2023,11,Spring (Mar-May),Saudi Arabia,Turkey,Business,Couple,1,5,Rail,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,12,1819.59,1819.59,59.57,3,Rental Car,No,No,Satisfied,2,Unsafe,Mild,Good,Probably,Instagram,No,58.8,Very Favorable,Full
TRP0000797,2024,10,Autumn (Sep-Nov),Japan,Singapore,Business,Couple,2,5,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,30,567.95,1135.9,88.42,5,Tour Bus,Yes,No,Very Satisfied,4,Neutral,Severe,Average,Probably Not,Facebook,No,1468.6,Neutral,Full
TRP0000798,2022,3,Autumn (Sep-Nov),Japan,Greece,Honeymoon,Family,3,15,Air,Budget Hotel/Hostel,E-Visa,Direct Hotel/Airline,59,727.21,2181.63,97.35,8,Walking/Cycling,Yes,No,Very Satisfied,4,Unsafe,None,Excellent,Probably,Facebook,Partially,1341.8,Favorable,Partial
TRP0000799,2023,1,Spring (Mar-May),USA,Australia,Business,Couple,2,6,Rail,Guesthouse,E-Visa,Online Travel Agency,34,3271.03,6542.06,50.65,6,Taxi/Ride-share,No,Yes,Satisfied,3,Very Safe,None,Average,Definitely,Instagram,No,115.0,Favorable,None
TRP0000800,2024,2,Autumn (Sep-Nov),Pakistan,Maldives,Family Visit,Couple,1,5,Air,Budget Hotel/Hostel,Visa on Arrival,Mobile App,25,3099.88,3099.88,104.11,5,Taxi/Ride-share,No,Yes,Very Satisfied,4,Neutral,Moderate,Excellent,Maybe,TikTok,Partially,639.5,Neutral,Full
TRP0000801,2024,3,Summer (Jun-Aug),Italy,Maldives,Leisure/Tourism,Family,4,10,Air,4-Star Hotel,Visa-Free,Online Travel Agency,12,6853.79,27415.16,19.17,8,Rental Car,Yes,No,Neutral,3,Safe,Mild,Good,Maybe,Instagram,Partially,1960.1,Unfavorable,Full
TRP0000802,2024,10,Spring (Mar-May),Saudi Arabia,Spain,Leisure/Tourism,Backpacker,1,15,Rail,Resort,Embassy Visa,Travel Agent,74,1113.47,1113.47,69.37,8,Public Transport,Yes,No,Very Satisfied,4,Safe,None,Good,Probably,Multiple Platforms,Yes,50.3,Very Favorable,Full
TRP0000803,2022,1,Spring (Mar-May),India,Egypt,Business,Group Tour,11,2,Road,3-Star Hotel,Embassy Visa,Mobile App,54,1056.53,11621.83,43.78,4,Tour Bus,Yes,No,Satisfied,5,Very Safe,Mild,Average,Maybe,None,Yes,1244.9,Favorable,Partial
TRP0000804,2022,6,Autumn (Sep-Nov),Saudi Arabia,Italy,Leisure/Tourism,Group Tour,9,5,Road,3-Star Hotel,E-Visa,Direct Hotel/Airline,25,1283.38,11550.42,64.12,1,Rental Car,No,No,Satisfied,5,Safe,None,Excellent,Probably,Facebook,Partially,332.4,Favorable,Partial
TRP0000805,2022,1,Autumn (Sep-Nov),Pakistan,USA,Cultural Exchange,Family,3,5,Cruise Ship,Resort,Embassy Visa,Direct Hotel/Airline,165,5339.51,16018.53,87.27,3,Taxi/Ride-share,Yes,No,Very Satisfied,4,Safe,None,Excellent,Probably,Facebook,Partially,516.9,Neutral,Full
